address,suburb,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,contact_name,contact_phone,contact_email,contact_website,postcode,council,pools_at_address,lat,lon,osm_id
2/39A BORONIA AVENUE CHELTENHAM,CHELTENHAM,1986,40,90.1,1.0,exact,44.8,1229.6,9.2,5.4,0.897,residential,,,,,2119,HORNSBY,,-33.7577956,151.0714787,way/1334471780
12 STONE COTTAGE COURT CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,43.6,1059.1,10.2,5.1,0.829,residential,,,,,2154,THE HILLS SHIRE,,-33.7413658,151.0084637,way/670866049
34 NARELLE AVENUE CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,42.3,1004.9,10.0,5.1,0.826,residential,,,,,2154,THE HILLS SHIRE,,-33.7423821,151.0060298,way/678304800
35 DRAYTON AVENUE CASTLE HILL,CASTLE HILL,1986,40,90.1,0.88,exact,48.7,1449.5,10.1,6.0,0.803,residential,,,,,2154,THE HILLS SHIRE,,-33.7460023,151.0010605,way/679143551
13 MELALEUCA CLOSE CASTLE HILL,CASTLE HILL,1986,40,90.1,0.88,exact,28.7,1747.5,8.4,4.4,0.785,residential,,,,,2154,THE HILLS SHIRE,,-33.7447986,151.0151704,way/681292928
36 JAMIESON AVENUE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,90.1,1.0,exact,38.0,1012.0,8.9,5.1,0.839,residential,,,,,2153,THE HILLS SHIRE,,-33.7491746,150.9878214,way/681523821
28 BRUSHFORD AVENUE CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,35.1,1079.8,9.0,5.0,0.784,residential,,,,,2154,THE HILLS SHIRE,,-33.7485631,151.0062934,way/682571351
47 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,49.7,1780.4,10.9,5.2,0.868,residential,,,,,2154,THE HILLS SHIRE,,-33.7472049,151.0026043,way/689820888
14 OXLEY AVENUE CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,37.6,1001.8,9.1,5.1,0.815,residential,,,,,2154,THE HILLS SHIRE,,-33.7452576,150.9924055,way/689820913
7 HAMBLEDON AVENUE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,90.1,1.0,exact,38.8,978.1,9.3,5.3,0.789,residential,,,,,2153,THE HILLS SHIRE,,-33.7447256,150.9853227,way/689820970
194A EXCELSIOR AVENUE CASTLE HILL,CASTLE HILL,1986,40,90.1,1.0,exact,48.6,1018.5,9.1,6.5,0.827,residential,,,,,2154,THE HILLS SHIRE,,-33.7456458,151.001816,way/689821017
8 GIRRALONG AVENUE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,90.1,1.0,exact,33.1,1037.3,8.6,4.7,0.815,residential,,,,,2153,THE HILLS SHIRE,,-33.7530746,151.000872,way/690362813
458 WINDSOR ROAD BAULKHAM HILLS,BAULKHAM HILLS,1986,40,90.1,1.0,exact,49.4,1181.0,9.5,6.3,0.826,residential,,,,,2153,THE HILLS SHIRE,,-33.7523564,150.9890866,way/1535311089
58 HILDA ROAD BAULKHAM HILLS,BAULKHAM HILLS,1986,40,90.1,1.0,exact,32.9,1160.7,9.0,4.9,0.741,residential,,,,,2153,THE HILLS SHIRE,,-33.7595192,150.9713555,way/1373604611
2 JERSEY PLACE CROMER,CROMER,1986,40,90.1,1.0,exact,41.1,830.1,9.8,5.5,0.761,residential,,,,,2099,NORTHERN BEACHES,,-33.7353339,151.263448,way/1364686735
13 DOROTHY STREET CROMER,CROMER,1986,40,90.1,1.0,exact,35.0,812.6,7.8,5.9,0.763,residential,,,,,2099,NORTHERN BEACHES,,-33.7371319,151.2746634,way/1364700533
29 CARRINGTON AVENUE CROMER,CROMER,1986,40,90.1,1.0,exact,29.2,902.0,6.4,5.7,0.806,residential,,,,,2099,NORTHERN BEACHES,,-33.732655,151.2726745,way/1416347393
75 BARRIE STREET EAST KILLARA,EAST KILLARA,1986,40,90.1,1.0,exact,42.9,1296.6,9.3,5.5,0.842,residential,,,,,2071,KU-RING-GAI,,-33.7575391,151.1862064,way/1022300505
18 WOODRIDGE AVENUE NORTH EPPING,NORTH EPPING,1986,40,90.1,1.0,exact,37.2,1398.8,9.2,4.4,0.917,residential,,,,,2121,HORNSBY,,-33.7579255,151.1007377,way/1000711683
118 CRESCENT ROAD NEWPORT,NEWPORT,1986,40,90.1,1.0,exact,43.2,1019.2,9.8,5.9,0.747,residential,,,,,2106,NORTHERN BEACHES,,-33.6650802,151.3111289,way/1333043640
42 BULKARA ROAD BELLEVUE HILL,BELLEVUE HILL,1986,40,89.9,0.99,exact,38.4,1429.2,11.4,4.2,0.795,residential,,,,,2023,WOOLLAHRA,,-33.8772237,151.2487735,way/954966052
1 COLLINS CRESCENT LAPSTONE,LAPSTONE,1986,40,89.9,0.99,exact,44.8,1096.1,10.3,5.4,0.804,residential,,,,,2773,BLUE MOUNTAINS,,-33.7760866,150.6386689,way/1010141951
227 MALTON ROAD NORTH EPPING,NORTH EPPING,1986,40,89.9,0.87,exact,44.2,1234.5,10.2,5.2,0.834,residential,,,,,2121,HORNSBY,,-33.7569321,151.0903751,way/1000929078
212 EXCELSIOR AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.9,0.87,exact,37.8,1403.5,8.9,5.4,0.793,residential,,,,,2154,THE HILLS SHIRE,,-33.7467968,151.0040271,way/682571232
7 PATRICK AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.9,0.87,exact,54.8,1302.6,12.5,6.0,0.727,residential,,,,,2154,THE HILLS SHIRE,,-33.7282959,150.9967522,way/1330365744
5 ST JAMES AVENUE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,89.9,0.87,exact,42.6,1366.1,10.3,5.5,0.749,residential,,,,,2153,THE HILLS SHIRE,,-33.7509375,150.9832623,way/1535311048
204 SOUTH CREEK ROAD WHEELER HEIGHTS,WHEELER HEIGHTS,1986,40,89.9,0.99,exact,35.4,904.5,9.2,4.8,0.812,residential,,,,,2097,NORTHERN BEACHES,,-33.7316625,151.277343,way/1426664487
47 THE CRESCENT VAUCLUSE,VAUCLUSE,1986,40,89.8,0.98,exact,42.2,967.1,8.2,6.2,0.836,residential,,,,,2030,WOOLLAHRA,,-33.8478587,151.2799884,way/1481742954
204A BEECROFT ROAD CHELTENHAM,CHELTENHAM,1986,40,89.8,0.98,exact,49.5,1130.1,10.9,6.3,0.721,residential,,,,,2119,HORNSBY,,-33.7600713,151.078652,way/930832617
12A MELIA COURT CASTLE HILL,CASTLE HILL,1986,40,89.8,0.98,exact,38.1,1165.2,9.6,5.3,0.753,residential,,,,,2154,THE HILLS SHIRE,2,-33.7318527,151.0216343,way/1312026990
4 WAREKILA ROAD BEACON HILL,BEACON HILL,1986,40,89.8,0.98,exact,38.6,836.3,9.4,5.0,0.823,residential,,,,,2100,NORTHERN BEACHES,,-33.7569,151.2604176,way/1033367536
108 ANZAC AVENUE COLLAROY,COLLAROY,1986,40,89.8,0.98,exact,29.8,988.9,8.3,4.9,0.724,residential,,,,,2097,NORTHERN BEACHES,,-33.7375516,151.2938373,way/1425805686
24 GILMORE AVENUE COLLAROY PLATEAU,COLLAROY PLATEAU,1986,40,89.8,0.98,exact,33.4,845.1,9.1,4.8,0.756,residential,,,,,2097,NORTHERN BEACHES,,-33.734326,151.2866291,way/1426441559
42 PARER STREET MAROUBRA,MAROUBRA,1986,40,89.7,1.0,exact,44.2,783.5,11.1,5.9,0.679,residential,,,,,2035,RANDWICK,,-33.9455143,151.2297534,way/1231868130
16 FLORENCE STREET STRATHFIELD,STRATHFIELD,1986,40,89.7,0.88,exact,20.6,1318.3,5.8,5.6,0.642,residential,,,,,2135,STRATHFIELD,2,-33.877452,151.0852957,way/568398865
3 BROOK ROAD GLENBROOK,GLENBROOK,1986,40,89.7,0.86,exact,43.2,2602.9,9.6,5.6,0.81,residential,,,,,2773,BLUE MOUNTAINS,2,-33.7712613,150.6262738,way/963393084
22 COBRAN ROAD CHELTENHAM,CHELTENHAM,1986,40,89.7,0.86,exact,42.4,1349.9,9.4,5.5,0.817,residential,,,,,2119,HORNSBY,,-33.7567296,151.0831743,way/1000929069
150A BEECROFT ROAD CHELTENHAM,CHELTENHAM,1986,40,89.7,0.73,exact,37.9,1912.9,10.4,5.3,0.688,residential,,,,,2119,HORNSBY,,-33.7573909,151.0714279,way/1334475704
38 CAMBEWARRA AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.7,0.86,exact,39.3,1566.1,9.3,5.3,0.79,residential,,,,,2154,THE HILLS SHIRE,,-33.7448423,151.0031584,way/681292909
16 WILLANDRA ROAD BEACON HILL,BEACON HILL,1986,40,89.7,0.86,exact,42.5,1565.5,10.2,5.0,0.832,residential,,,,,2100,NORTHERN BEACHES,,-33.754969,151.2600756,way/1033367562
34 LEICESTER WAY ST CLAIR,ST CLAIR,1986,40,89.6,0.97,exact,40.2,1037.9,10.4,5.2,0.743,residential,,,,,2759,PENRITH,,-33.7953844,150.7955434,way/1015390399
44 SPRING STREET BEECROFT,BEECROFT,1991,35,89.6,1.0,exact,51.6,1214.3,12.2,6.2,0.676,residential,,,,,2119,HORNSBY,,-33.7446462,151.0580598,way/905272787
1 SWAN PLACE PENNANT HILLS,PENNANT HILLS,1991,35,89.6,1.0,exact,35.0,1937.1,9.1,5.3,0.716,residential,,,,,2120,HORNSBY,,-33.7353088,151.0622121,way/1307474482
52 WESSON ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,89.6,1.0,exact,51.5,1235.4,9.6,7.7,0.696,residential,,,,,2125,THE HILLS SHIRE,,-33.7384762,151.0456143,way/1317089479
19 MUNRO STREET BAULKHAM HILLS,BAULKHAM HILLS,1986,40,89.6,0.97,exact,40.9,1054.5,9.7,5.4,0.78,residential,,,,,2153,THE HILLS SHIRE,,-33.7517745,151.0034093,way/682329031
332A OLD NORTHERN ROAD CASTLE HILL,CASTLE HILL,1991,35,89.6,1.0,exact,53.2,3296.1,12.8,5.9,0.703,residential,,,,,2154,THE HILLS SHIRE,,-33.7308406,151.0164443,way/1311475755
8 CHALMERS AVENUE BEACON HILL,BEACON HILL,1986,40,89.6,0.97,exact,30.9,869.6,8.4,5.0,0.733,residential,,,,,2100,NORTHERN BEACHES,,-33.7558253,151.261336,way/1033367492
33 WILLIS AVENUE ST IVES,ST IVES,1991,35,89.6,1.0,exact,54.3,1346.0,12.2,6.3,0.704,residential,,,,,2075,KU-RING-GAI,,-33.7239631,151.1763326,way/1310981132
14 ESK STREET NORTH WAHROONGA,NORTH WAHROONGA,1991,35,89.6,1.0,exact,54.6,1423.1,10.8,7.1,0.714,residential,,,,,2076,KU-RING-GAI,,-33.7050814,151.1370819,way/1310809477
7 CLWYDON PLACE WAHROONGA,WAHROONGA,1991,35,89.6,1.0,exact,50.1,1461.6,10.0,7.0,0.716,residential,,,,,2076,KU-RING-GAI,,-33.7143807,151.1193936,way/1482772741
16 WATER STREET WAHROONGA,WAHROONGA,1991,35,89.6,1.0,exact,83.3,2469.7,13.6,8.7,0.7,residential,,,,,2076,KU-RING-GAI,,-33.7153696,151.1242011,way/1482797068
53A HERBERT AVENUE NEWPORT,NEWPORT,1991,35,89.6,1.0,exact,31.6,1507.6,9.5,4.7,0.704,residential,,,,,2106,NORTHERN BEACHES,,-33.6506073,151.3074143,way/1534946536
159-171 ANZAC PARADE KENSINGTON,KENSINGTON,1986,40,89.5,1.0,exact,26.7,3495.3,5.8,5.8,0.785,residential,,,,,2033,RANDWICK,,-33.9124499,151.2230885,way/296108079
7 BAROSSA CLOSE ST CLAIR,ST CLAIR,1986,40,89.5,1.0,nearby,37.9,882.1,10.3,5.1,0.717,residential,,,,,2759,PENRITH,,-33.7956228,150.7909757,way/1015236537
12 MASON AVENUE CHELTENHAM,CHELTENHAM,1986,40,89.5,0.85,exact,36.8,2547.0,9.0,4.9,0.839,residential,,,,,2119,HORNSBY,2,-33.7582157,151.0716297,way/1330527462
15 PALACE ROAD BAULKHAM HILLS,BAULKHAM HILLS,1986,40,89.5,0.85,exact,52.5,1369.9,9.8,6.6,0.816,residential,,,,,2153,THE HILLS SHIRE,,-33.7504981,150.9824329,way/1535311085
23 FITZROY ROAD CROMER,CROMER,1986,40,89.5,1.0,nearby,35.3,1027.4,9.5,5.4,0.685,residential,,,,,2099,NORTHERN BEACHES,,-33.734048,151.2679038,way/1364988993
46 BLIGHS ROAD CROMER,CROMER,1986,40,89.5,1.0,nearby,43.6,828.4,9.9,6.2,0.702,residential,,,,,2099,NORTHERN BEACHES,,-33.7298951,151.2649489,way/1425805586
3B HIGGS STREET COOGEE,COOGEE,1986,40,89.4,0.83,exact,56.3,1113.2,12.3,7.3,0.628,residential,,,,,2034,RANDWICK,,-33.924476,151.2490738,way/678561001
12 GILLIVER AVENUE VAUCLUSE,VAUCLUSE,1986,40,89.4,1.0,nearby,63.2,1365.1,15.0,6.2,0.685,residential,,,,,2030,WOOLLAHRA,,-33.8599833,151.2716695,way/875211939
22 WOODHILL STREET CASTLE HILL,CASTLE HILL,1986,40,89.4,0.96,exact,39.1,1021.3,8.9,5.2,0.837,residential,,,,,2154,THE HILLS SHIRE,,-33.741219,151.00169,way/677788457
28 HANOVER AVENUE NORTH EPPING,NORTH EPPING,1986,40,89.3,0.84,exact,48.1,1316.8,10.4,6.3,0.738,residential,,,,,2121,HORNSBY,,-33.7549014,151.0967645,way/1001603097
39 MARY STREET BEACON HILL,BEACON HILL,1986,40,89.3,0.96,exact,59.2,1209.1,11.3,5.8,0.908,residential,,,,,2100,NORTHERN BEACHES,,-33.7552009,151.2575539,way/1033367567
34 GROVER AVENUE CROMER,CROMER,1986,40,89.3,0.84,exact,41.0,1465.2,9.7,5.5,0.77,residential,,,,,2099,NORTHERN BEACHES,,-33.734704,151.2711206,way/1364513826
32 CLEVELAND AVENUE CROMER,CROMER,1986,40,89.3,0.96,exact,40.3,4193.6,9.8,4.6,0.9,residential,,,,,2099,NORTHERN BEACHES,,-33.736103,151.2731445,way/1364988938
23 HAREFIELD CLOSE NORTH EPPING,NORTH EPPING,1986,40,89.3,0.84,exact,41.4,1519.2,10.0,5.0,0.833,residential,,,,,2121,HORNSBY,,-33.7599943,151.0986516,way/1043287524
42 ILUKA AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,1986,40,89.3,0.96,exact,52.7,2153.9,10.1,6.0,0.871,residential,,,,,2101,NORTHERN BEACHES,,-33.700715,151.2765427,way/1344693139
591-599R MALABAR ROAD MAROUBRA,MAROUBRA,1986,40,89.2,1.0,nearby,35.8,3323.0,8.7,5.0,0.827,residential,,,,,2035,RANDWICK,,-33.9507646,151.2496087,way/954624765
218 MALABAR ROAD SOUTH COOGEE,SOUTH COOGEE,1986,40,89.2,1.0,nearby,31.2,2925.1,8.0,4.9,0.794,residential,,,,,2034,RANDWICK,,-33.9343962,151.2579675,way/954669756
596D NEW SOUTH HEAD ROAD ROSE BAY,ROSE BAY,1986,40,89.2,1.0,nearby,45.2,3643.1,10.0,5.4,0.837,residential,,,,,2029,WOOLLAHRA,,-33.8701344,151.2634359,way/875174296
35 DRUMALBYN ROAD BELLEVUE HILL,BELLEVUE HILL,1986,40,89.2,1.0,nearby,37.7,1982.8,8.9,5.8,0.726,residential,,,,,2023,WOOLLAHRA,,-33.8785883,151.2568704,way/954966051
188 EXCELSIOR AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.2,0.83,exact,49.3,1401.8,10.6,6.1,0.759,residential,,,,,2154,THE HILLS SHIRE,,-33.7448705,151.0007999,way/679143577
17 FRANCIS STREET CASTLE HILL,CASTLE HILL,1986,40,89.2,0.95,exact,41.0,1520.6,9.5,5.1,0.842,residential,,,,,2154,THE HILLS SHIRE,,-33.7377566,151.0036403,way/681510284
26 BRUSHFORD AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.2,1.0,nearby,35.7,1449.0,8.8,4.9,0.818,residential,,,,,2154,THE HILLS SHIRE,,-33.7486695,151.0059614,way/689820921
344 KISSING POINT ROAD SOUTH TURRAMURRA,SOUTH TURRAMURRA,1986,40,89.2,1.0,nearby,44.2,2600.9,9.9,6.0,0.74,residential,,,,,2074,KU-RING-GAI,,-33.7593649,151.1086646,way/1311136529
6 LEXIA CLOSE MONA VALE,MONA VALE,1986,40,89.2,0.95,exact,46.2,1150.2,9.4,5.9,0.833,residential,,,,,2103,NORTHERN BEACHES,,-33.6804758,151.2983331,way/1334461069
100 WALLUMATTA ROAD NEWPORT,NEWPORT,1986,40,89.2,0.95,exact,50.0,873.9,10.7,5.6,0.83,residential,,,,,2106,NORTHERN BEACHES,,-33.6522877,151.3079094,way/1322702059
180 ST GEORGE CRESCENT SANDY POINT,SANDY POINT,1986,40,89.0,0.94,exact,43.0,1204.1,9.6,5.0,0.892,residential,,,,,2172,SUTHERLAND SHIRE,,-33.9790248,150.9934192,way/1147499401
70 BOUNDARY ROAD NORTH EPPING,NORTH EPPING,1986,40,89.0,0.94,exact,38.7,1114.7,9.0,5.3,0.809,residential,,,,,2121,HORNSBY,,-33.7571213,151.0968479,way/1024102907
8 KEDRON AVENUE BEECROFT,BEECROFT,1986,40,89.0,0.94,exact,32.7,1581.1,9.8,4.1,0.812,residential,,,,,2119,HORNSBY,,-33.7550945,151.0580819,way/1203839738
2 THE PROMENADE CHELTENHAM,CHELTENHAM,1986,40,89.0,0.69,exact,39.9,1672.9,8.2,7.0,0.697,residential,,,,,2119,HORNSBY,,-33.7576181,151.0743426,way/1335933444
44 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,1986,40,89.0,0.94,exact,40.4,1364.6,8.5,5.3,0.899,residential,,,,,2154,THE HILLS SHIRE,,-33.7469454,151.0005708,way/680636120
23 WALSH AVENUE CASTLE HILL,CASTLE HILL,1986,40,89.0,0.94,exact,44.7,1232.7,9.7,5.3,0.866,residential,,,,,2154,THE HILLS SHIRE,,-33.7408117,151.0110147,way/681510298
18 SARAH CRESCENT BAULKHAM HILLS,BAULKHAM HILLS,1986,40,89.0,0.94,exact,48.6,1202.4,10.8,5.3,0.853,residential,,,,,2153,THE HILLS SHIRE,,-33.7520645,150.9879374,way/1535311050
8 PETRIZZI PLACE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,89.0,0.81,exact,46.3,1156.7,10.8,7.7,0.556,residential,,,,,2153,THE HILLS SHIRE,,-33.7535923,150.9848309,way/1535311197
196 SOUTH CREEK ROAD WHEELER HEIGHTS,WHEELER HEIGHTS,1986,40,89.0,0.94,exact,33.7,900.4,8.6,4.9,0.797,residential,,,,,2097,NORTHERN BEACHES,,-33.7323623,151.2780074,way/1426441448
6-10 DARLING POINT ROAD DARLING POINT,DARLING POINT,1986,40,88.9,1.0,nearby,185.9,2513.1,16.7,15.5,0.718,residential,,,,,2027,WOOLLAHRA,,-33.8772907,151.234744,way/1178723605
83 FITZWILLIAM ROAD VAUCLUSE,VAUCLUSE,1986,40,88.9,1.0,nearby,22.0,2053.6,6.5,4.8,0.705,residential,,,,,2030,WOOLLAHRA,2,-33.8483937,151.2748743,way/1481742892
10 GIRRALONG AVENUE BAULKHAM HILLS,BAULKHAM HILLS,1986,40,88.9,0.93,exact,41.5,1033.1,9.5,5.7,0.768,residential,,,,,2153,THE HILLS SHIRE,,-33.7531583,151.001013,way/690362811
8 ALLAWAH AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,1986,40,88.9,0.93,exact,54.7,1012.7,10.9,6.0,0.837,residential,,,,,2101,NORTHERN BEACHES,,-33.7028207,151.2814969,way/1344693121
288-290 MALTON ROAD NORTH EPPING,NORTH EPPING,1986,40,88.8,0.93,exact,41.6,1211.3,9.1,5.4,0.841,residential,,,,,2121,HORNSBY,,-33.75898,151.0939556,way/1001603081
3 JACOBS CLOSE NORTH EPPING,NORTH EPPING,1986,40,88.8,0.93,exact,40.8,1421.2,9.1,5.1,0.879,residential,,,,,2121,HORNSBY,,-33.7579965,151.0940963,way/1001603085
9 THE BOULEVARD CHELTENHAM,CHELTENHAM,1986,40,88.8,0.93,exact,49.2,1331.4,10.1,5.7,0.848,residential,,,,,2119,HORNSBY,,-33.7582229,151.0778566,way/1065029431
75 GEORGE MOBBS DRIVE CASTLE HILL,CASTLE HILL,1986,40,88.8,0.81,exact,40.6,1335.4,9.3,5.3,0.82,residential,,,,,2154,THE HILLS SHIRE,2,-33.7465272,151.0025837,way/689821022
21 BANGALLA STREET WARRAWEE,WARRAWEE,1991,35,88.8,0.96,exact,42.2,2039.1,11.0,5.4,0.708,residential,,,,,2074,KU-RING-GAI,,-33.722674,151.1269182,way/955509909
6 NEWTON STREET NORTH EPPING,NORTH EPPING,1986,40,88.7,0.79,exact,42.2,1113.7,9.4,6.5,0.693,residential,,,,,2121,HORNSBY,,-33.7603375,151.0957719,way/1001603075
42 NORTHCOTT ROAD CROMER,CROMER,1986,40,88.7,0.92,exact,43.4,800.0,9.2,5.9,0.801,residential,,,,,2099,NORTHERN BEACHES,2,-33.7311057,151.2615725,way/1384022522
16 TORONTO AVENUE CROMER,CROMER,1986,40,88.7,0.92,exact,49.3,1181.3,10.5,6.0,0.785,residential,,,,,2099,NORTHERN BEACHES,,-33.7314304,151.2750896,way/1426441547
45 BARTON CRESCENT NORTH WAHROONGA,NORTH WAHROONGA,1991,35,88.7,0.95,exact,43.9,1356.8,9.6,6.5,0.705,residential,,,,,2076,KU-RING-GAI,,-33.7018787,151.1279027,way/1312980813
132 IRRUBEL ROAD NEWPORT,NEWPORT,1986,40,88.7,0.92,exact,69.0,1023.9,11.9,7.0,0.823,residential,,,,,2106,NORTHERN BEACHES,,-33.6540351,151.3057886,way/1544302465
38 WOLSELEY ROAD POINT PIPER,POINT PIPER,1986,40,88.6,0.94,exact,27.5,2853.6,11.5,4.0,0.598,residential,,,,,2027,WOOLLAHRA,,-33.869095,151.2501581,way/1225101595
15 JARRAH PLACE CASTLE HILL,CASTLE HILL,1986,40,88.6,0.95,exact,24.4,1670.8,7.5,4.1,0.791,residential,,,,,2154,THE HILLS SHIRE,,-33.7387377,151.0129496,way/681510254
36 DRAYTON AVENUE CASTLE HILL,CASTLE HILL,1986,40,88.6,0.92,exact,45.3,2147.3,10.7,4.9,0.866,residential,,,,,2154,THE HILLS SHIRE,,-33.7463755,150.9999765,way/689820909
97 WALTERS ROAD BLACKTOWN,BLACKTOWN,1986,40,88.5,0.91,exact,44.9,867.5,9.3,5.8,0.838,residential,,,,,2148,BLACKTOWN,,-33.7799873,150.894836,way/1034459186
7 CYNTHIA AVENUE CASTLE HILL,CASTLE HILL,1986,40,88.5,0.96,nearby,37.6,1338.5,9.0,5.5,0.758,residential,,,,,2154,THE HILLS SHIRE,,-33.74763,151.0004752,way/680248181
23 CASTLEWOOD DRIVE CASTLE HILL,CASTLE HILL,1986,40,88.5,0.96,nearby,44.6,1232.1,9.6,5.6,0.823,residential,,,,,2154,THE HILLS SHIRE,,-33.7381507,151.0191083,way/681510167
21 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,1986,40,88.5,0.91,exact,43.9,1056.1,10.2,5.6,0.768,residential,,,,,2154,THE HILLS SHIRE,,-33.7491857,151.0008849,way/689820952
42 WABASH AVENUE CROMER,CROMER,1986,40,88.5,0.96,nearby,34.1,1481.4,9.3,4.5,0.818,residential,,,,,2099,NORTHERN BEACHES,,-33.7325797,151.2706669,way/1425805573
6/15-17 SALT PAN ROAD PEAKHURST,PEAKHURST,1986,40,88.4,0.91,exact,35.9,4669.5,8.6,5.0,0.841,residential,,,,,2210,GEORGES RIVER,,-33.955247,151.0428221,way/106348210
643 ANZAC PARADE MAROUBRA,MAROUBRA,1986,40,88.4,0.91,exact,32.6,1567.8,9.9,4.1,0.808,residential,,,,,2035,RANDWICK,,-33.936078,151.2372262,way/1388832162
46 TOWNS ROAD VAUCLUSE,VAUCLUSE,1986,40,88.4,0.79,exact,47.4,3603.1,10.6,5.5,0.812,residential,,,,,2030,WOOLLAHRA,,-33.8647436,151.2736623,way/875117997
21 GLADSWOOD GARDENS DOUBLE BAY,DOUBLE BAY,1986,40,88.4,0.91,exact,51.4,1381.6,10.7,5.6,0.862,residential,,,,,2028,WOOLLAHRA,,-33.8733876,151.2464848,way/1208176341
19 NARELLE STREET NORTH EPPING,NORTH EPPING,1986,40,88.4,0.91,exact,46.7,1550.9,10.3,4.9,0.918,residential,,,,,2121,HORNSBY,2,-33.7595711,151.0889205,way/1020184412
20 GROVER AVENUE CROMER,CROMER,1986,40,88.4,0.94,exact,20.6,1464.5,6.5,4.2,0.758,residential,,,,,2099,NORTHERN BEACHES,,-33.7350725,151.2733015,way/1364988992
16 HILLARY STREET WEST PYMBLE,WEST PYMBLE,1986,40,88.4,0.79,exact,33.8,1320.9,8.1,5.7,0.729,residential,,,,,2073,KU-RING-GAI,,-33.7614436,151.1220717,way/1311136524
12 JERSEY AVENUE MORTDALE,MORTDALE,1986,40,88.3,1.0,exact,58.2,2095.2,10.7,5.4,0.999,residential,,,,,2223,GEORGES RIVER,,-33.9660173,151.0819797,way/1138734948
SUTTON AVENUE EARLWOOD,EARLWOOD,1986,40,88.3,1.0,exact,42.8,4275.7,9.2,4.7,1.0,residential,,,,,2206,CANTERBURY-BANKSTOWN,,-33.9286938,151.1265504,way/1332627447
95 NEWTON ROAD STRATHFIELD,STRATHFIELD,1986,40,88.3,1.0,exact,39.1,1625.8,8.0,4.9,1.0,residential,,,,,2135,STRATHFIELD,2,-33.8769431,151.0702257,way/564305226
86 REDMYRE ROAD STRATHFIELD,STRATHFIELD,1986,40,88.3,1.0,exact,74.1,1775.9,12.1,6.1,0.999,residential,,,,,2135,STRATHFIELD,,-33.8759849,151.0850533,way/565667363
216 ALBERT ROAD STRATHFIELD,STRATHFIELD,1986,40,88.3,1.0,exact,54.8,1519.4,10.9,5.0,0.999,residential,,,,,2135,STRATHFIELD,2,-33.8760785,151.078081,way/566657685
36-38 BERESFORD ROAD STRATHFIELD,STRATHFIELD,1986,40,88.3,1.0,exact,41.2,3047.1,9.1,4.5,0.999,residential,,,,,2135,STRATHFIELD,,-33.8713935,151.0858988,way/568398599
11-13 MANSON ROAD STRATHFIELD,STRATHFIELD,1986,40,88.3,1.0,exact,46.0,2414.4,9.8,4.8,0.982,residential,,,,,2135,STRATHFIELD,,-33.8689215,151.0935842,way/839802570
3A FARRELL AVENUE DARLINGHURST,DARLINGHURST,1986,40,88.3,1.0,exact,52.4,1233.4,10.2,5.1,1.0,residential,,,,,2010,SYDNEY,,-33.8762418,151.2197946,way/580272068
525 NEW SOUTH HEAD ROAD DOUBLE BAY,DOUBLE BAY,1986,40,88.3,1.0,exact,63.3,4389.5,10.4,6.1,0.988,residential,,,,,2028,WOOLLAHRA,,-33.8745306,151.2479493,way/954966015
500 OLD SOUTH HEAD ROAD ROSE BAY,ROSE BAY,1986,40,88.3,1.0,exact,44.0,1506.8,9.3,4.8,0.987,residential,,,,,2029,WOOLLAHRA,,-33.8742399,151.2726748,way/954966073
17-19 BENELONG CRESCENT BELLEVUE HILL,BELLEVUE HILL,1986,40,88.3,0.9,exact,41.8,2495.0,10.9,4.6,0.83,residential,,,,,2023,WOOLLAHRA,,-33.8854464,151.2634652,way/955413861
36-38 BENELONG CRESCENT BELLEVUE HILL,BELLEVUE HILL,1986,40,88.3,1.0,exact,32.0,2037.4,8.3,4.0,0.977,residential,,,,,2023,WOOLLAHRA,,-33.884901,151.2605367,way/955413865
17 DRUMALBYN ROAD BELLEVUE HILL,BELLEVUE HILL,1986,40,88.3,0.78,exact,34.1,1465.7,9.5,4.5,0.795,residential,,,,,2023,WOOLLAHRA,,-33.8784566,151.2556413,way/955843305
