address,suburb,postcode,council,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,pools_at_address,reno_state,ti_now,contact_name,contact_phone,contact_email,contact_website,lat,lon,osm_id
16 THE CRESCENT AVALON BEACH,AVALON BEACH,2107,NORTHERN BEACHES,1991,35,87.2,0.92,exact,60.3,3843.1,11.2,6.7,0.809,residential,,original_finish,1.036,,,,,-33.6377001,151.3295794,way/1244255882
49 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,87.1,0.94,exact,41.3,1198.9,9.1,4.5,0.999,residential,,original_finish,0.98,,,,,-33.8735154,151.086498,way/568398578
3 LORIKEET PLACE ST CLAIR,ST CLAIR,2759,PENRITH,1986,40,87.1,0.96,exact,30.6,1029.9,9.2,3.7,0.9,residential,,original_finish,1.0,,,,,-33.7979613,150.7977828,way/1015236569
21 COLLINS ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,87.1,0.91,exact,43.4,1342.3,10.6,4.9,0.827,residential,,original_finish,0.856,,,,,-33.7239116,151.1598992,way/1311208380
1 LANCASTER ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1986,40,87.0,0.93,exact,35.5,854.8,8.7,4.1,0.998,residential,,original_finish,0.891,,,,,-33.8679831,151.2780136,way/875174160
21A CHISHOLM STREET SOUTH TURRAMURRA,SOUTH TURRAMURRA,2074,KU-RING-GAI,1986,40,87.0,0.82,exact,43.2,1285.1,9.3,4.7,0.999,residential,,original_finish,0.862,,,,,-33.7512355,151.1087676,way/941632485
82 HAY STREET ASHBURY,ASHBURY,2193,CANTERBURY-BANKSTOWN,1986,40,86.9,0.83,exact,48.4,883.6,10.7,5.4,0.84,residential,,original_finish,1.062,,,,,-33.9018929,151.1123276,way/1176899523
27 TOWNS ROAD VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1986,40,86.9,0.75,exact,27.6,1661.6,8.7,4.2,0.764,residential,,original_finish,0.847,,,,,-33.8645414,151.276149,way/955398549
4 DURHAM STREET NORTH EPPING,NORTH EPPING,2121,HORNSBY,1986,40,86.9,0.86,nearby,40.8,1297.4,9.1,5.6,0.794,residential,,original_finish,0.844,,,,,-33.758682,151.0865116,way/1000802608
23 GERALDINE AVENUE BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1986,40,86.9,0.81,exact,29.4,1355.0,7.7,4.1,0.934,residential,,original_finish,0.803,,,,,-33.7527437,150.981311,way/1535311198
140 STOREY STREET MAROUBRA,MAROUBRA,2035,RANDWICK,1991,35,86.8,1.0,exact,39.3,2698.6,8.5,5.5,0.842,residential,,original_finish,0.923,,,,,-33.9370636,151.2404557,way/1388832172
25 CLONTARF STREET SEAFORTH,SEAFORTH,2092,NORTHERN BEACHES,1986,40,86.8,0.8,exact,49.9,1445.0,9.5,5.2,1.0,residential,,original_finish,0.919,,,,,-33.789941,151.2410146,way/1352473143
178 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,86.8,1.0,exact,39.2,1600.8,8.6,5.2,0.874,residential,,original_finish,0.911,,,,,-33.7210278,151.0489966,way/1287044900
2 CYNTHIA AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,86.8,1.0,exact,46.6,1383.6,9.9,5.5,0.855,residential,,original_finish,0.937,,,,,-33.7470126,150.9999218,way/677788411
16 BOLWARRA CRESCENT CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,86.8,1.0,exact,35.3,1245.9,9.2,4.3,0.882,residential,,original_finish,0.867,,,,,-33.7407618,151.0178103,way/1330369306
3 PINDURO PLACE CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,86.8,0.8,exact,48.5,1307.4,9.9,5.2,0.931,residential,,original_finish,1.0,,,,,-33.7338499,151.2617201,way/1364484253
32 MELALEUCA DRIVE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.8,0.77,exact,38.0,1577.2,11.2,5.1,0.668,residential,2,original_finish,0.81,,,,,-33.7373831,151.1732119,way/1491740801
69 KULGOA ROAD PYMBLE,PYMBLE,2073,KU-RING-GAI,1991,35,86.8,1.0,exact,57.6,1332.1,11.4,5.7,0.891,residential,,original_finish,0.839,,,,,-33.741142,151.1558232,way/1337845303
129 MILITARY ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1986,40,86.7,0.99,nearby,62.7,765.4,10.2,8.8,0.699,residential,,original_finish,0.872,,,,,-33.8747301,151.2809851,way/955852208
2 HERITAGE COURT CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,86.7,0.88,exact,70.7,2401.5,12.4,7.1,0.801,residential,,original_finish,0.953,,,,,-33.7463429,151.0102478,way/790887211
14 WATERSIDE PARADE PEAKHURST HEIGHTS,PEAKHURST HEIGHTS,2210,GEORGES RIVER,1986,40,86.6,0.9,exact,49.7,880.4,9.0,5.6,0.979,residential,,original_finish,1.025,,,,,-33.9775165,151.0564603,way/1317887049
51 NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.6,0.9,exact,29.5,1997.1,8.2,3.6,0.998,residential,,original_finish,0.83,,,,,-33.8775807,151.0752203,way/564304984
15 OXFORD ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.6,0.9,exact,74.2,1111.7,12.1,6.1,0.999,residential,,original_finish,0.886,,,,,-33.8746719,151.083936,way/565661366
3 CAMBRIDGE AVENUE VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1986,40,86.6,1.0,exact,43.6,459.5,9.4,5.8,0.807,residential,,original_finish,0.873,,,,,-33.8489913,151.2802393,way/1481742887
36 RANGERS RETREAT ROAD FRENCHS FOREST,FRENCHS FOREST,2086,NORTHERN BEACHES,1986,40,86.6,0.95,nearby,43.1,1006.3,8.9,6.3,0.77,residential,,original_finish,0.933,,,,,-33.7569476,151.2296076,way/868518705
7 NORTHCOTT ROAD CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,86.6,0.92,exact,28.8,813.8,8.8,3.8,0.861,residential,,original_finish,0.8,,,,,-33.7325349,151.2641633,way/1365323712
166 KILLEATON STREET ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.6,0.87,exact,39.1,1349.9,8.8,5.8,0.767,residential,,original_finish,1.0,,,,,-33.7281012,151.1720591,way/1311161461
130 WARRIMOO AVENUE ST IVES CHASE,ST IVES CHASE,2075,KU-RING-GAI,1991,35,86.6,0.98,exact,55.2,1394.0,10.5,6.1,0.868,residential,,original_finish,0.839,,,,,-33.713953,151.1592056,way/1310948696
7 CHADDERTON STREET CABRAMATTA,CABRAMATTA,2166,FAIRFIELD,1991,35,86.5,0.97,exact,30.9,951.6,9.1,4.4,0.773,residential,,original_finish,0.902,,,,,-33.8937094,150.952461,way/577928968
17A NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,41.0,864.8,10.3,4.0,0.998,residential,2,original_finish,1.07,,,,,-33.8779602,151.0791353,way/564304988
7 MELVILLE AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,29.5,1029.6,8.2,3.6,0.998,residential,,original_finish,0.816,,,,,-33.8782282,151.0695862,way/564305009
26 FIRTH AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,41.0,1179.3,10.3,4.0,0.999,residential,3,original_finish,1.039,,,,,-33.8811279,151.0790888,way/565666993
9 MYRNA ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,41.0,901.5,10.3,4.0,0.999,residential,,original_finish,0.95,,,,,-33.8792589,151.0757124,way/564305051
3 MELVILLE AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,29.5,1031.5,8.2,3.6,0.998,residential,,original_finish,1.028,,,,,-33.877888,151.0698077,way/564305142
10 ADA AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,41.0,1018.5,10.3,4.0,0.999,residential,,original_finish,0.831,,,,,-33.8818481,151.0789994,way/564305181
37 CAVE ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,29.5,815.1,8.2,3.6,0.998,residential,,original_finish,0.801,,,,,-33.8863495,151.0734204,way/565655605
19 MYEE AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,29.5,1087.7,8.2,3.6,0.998,residential,,original_finish,0.864,,,,,-33.8794453,151.0720553,way/565655645
54 MYRNA ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,29.5,1047.6,8.2,3.6,0.998,residential,,original_finish,0.894,,,,,-33.8824078,151.0760181,way/565655660
18 VICTORIA STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,1.0,exact,37.8,1010.4,9.3,4.1,0.999,residential,3,original_finish,0.897,,,,,-33.8801023,151.0827275,way/565666949
10 SHORTLAND AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.5,0.89,exact,61.5,1054.4,11.0,5.6,0.999,residential,,original_finish,1.068,,,,,-33.8718058,151.0777595,way/568398612
9 FITZPATRICK AVENUE WEST FRENCHS FOREST,WEST FRENCHS FOREST,,,1986,40,86.5,0.83,nearby,45.4,1299.2,10.3,5.5,0.806,residential,,original_finish,0.82,,,,,-33.7529548,151.2222623,way/868518727
2 HAWLEY CLOSE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.5,0.97,exact,34.8,1458.1,7.8,5.1,0.87,residential,,original_finish,0.804,,,,,-33.7192714,151.1674193,way/1501772860
7 BLACKBURN STREET ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.5,0.86,exact,42.1,1357.8,9.5,5.5,0.813,residential,,original_finish,0.983,,,,,-33.7189772,151.1766623,way/1501772906
111 ALBERT ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.4,0.88,exact,72.6,1274.6,12.8,5.7,0.999,residential,,original_finish,0.817,,,,,-33.8736983,151.0824867,way/565661382
26 DRAYTON AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,86.4,0.93,nearby,47.6,1376.8,10.6,5.0,0.892,residential,,original_finish,0.814,,,,,-33.7476734,150.9992029,way/680248198
9 HUME AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.4,0.85,exact,41.8,1366.4,10.3,4.9,0.823,residential,2,original_finish,0.824,,,,,-33.7232067,151.1718735,way/1310981131
20 CURAGUL ROAD NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1991,35,86.4,0.85,exact,61.2,2370.3,12.5,6.4,0.765,residential,,original_finish,0.908,,,,,-33.6974212,151.1472528,way/1310809444
11 MCCALLUM STREET ROSELANDS,ROSELANDS,2196,CANTERBURY-BANKSTOWN,1986,40,86.3,0.56,exact,47.9,1414.2,10.9,5.7,0.77,residential,,original_finish,1.0,,,,,-33.9326501,151.0836817,way/747965659
16 LITTLE WILLANDRA ROAD CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,86.3,0.67,exact,37.3,809.9,9.2,5.2,0.788,residential,,original_finish,0.805,,,,,-33.7371109,151.2712099,way/1364293451
88 VIOLET STREET REVESBY,REVESBY,2212,CANTERBURY-BANKSTOWN,1986,40,86.2,0.91,nearby,33.0,2938.4,8.4,4.4,0.896,residential,,original_finish,1.0,,,,,-33.939549,151.0052335,way/556585923
13 EBSWORTH ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1991,35,86.2,0.95,exact,53.0,872.6,9.5,6.8,0.827,residential,,original_finish,0.985,,,,,-33.8682523,151.2767172,way/875174392
47-49 WOLSELEY ROAD POINT PIPER,POINT PIPER,2027,WOOLLAHRA,1986,40,86.2,0.55,exact,67.5,1779.8,12.8,7.3,0.722,residential,,original_finish,0.916,,,,,-33.8672082,151.250325,way/955413887
68A ELIMATTA ROAD MONA VALE,MONA VALE,2103,NORTHERN BEACHES,1986,40,86.2,0.55,exact,36.0,1066.8,10.4,5.3,0.653,residential,,original_finish,0.863,,,,,-33.6844232,151.3016621,way/1487171647
79 EWART STREET DULWICH HILL,DULWICH HILL,2203,INNER WEST,1986,40,86.1,0.52,exact,37.2,683.9,8.4,5.4,0.819,residential,,neglected,1.149,,,,,-33.909717,151.1362717,way/1221443781
51 COTSWOLD ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.1,0.97,exact,41.0,1100.7,10.3,4.0,0.999,residential,,original_finish,0.819,,,,,-33.884799,151.0855964,way/565655612
366-368 EDGECLIFF ROAD WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,1986,40,86.1,1.0,nearby,37.7,3677.1,8.8,4.3,0.998,residential,,original_finish,0.9,,,,,-33.885043,151.2418813,way/1424707082
61A BEECROFT ROAD BEECROFT,BEECROFT,2119,HORNSBY,1991,35,86.1,0.83,exact,38.8,2014.8,9.5,5.4,0.759,residential,,original_finish,0.877,,,,,-33.7448563,151.0640247,way/1322857142
310 MONA VALE ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.1,0.94,exact,68.6,2609.7,11.9,6.9,0.84,residential,,original_finish,0.919,,,,,-33.7228827,151.1698092,way/1310981141
6 VALS COURT ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,86.1,0.97,exact,57.3,737.8,12.2,7.2,0.655,residential,,original_finish,0.82,,,,,-33.7356333,151.1636942,way/1497277013
3 CURAGUL ROAD NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1991,35,86.1,0.94,exact,40.4,1356.7,9.8,4.7,0.882,residential,,original_finish,0.815,,,,,-33.6981337,151.1458439,way/1310809451
22 BAREENA STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.0,0.96,exact,29.5,902.8,8.2,3.6,0.998,residential,,original_finish,1.0,,,,,-33.8800052,151.0749104,way/565666967
8 MOUNT STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,86.0,0.96,exact,29.5,1137.5,8.2,3.6,0.998,residential,,original_finish,0.824,,,,,-33.8856807,151.0905409,way/565667015
12 AMAROO CRESCENT MOSMAN,MOSMAN,2088,MOSMAN,1991,35,86.0,0.95,nearby,44.7,1203.5,9.2,7.7,0.628,residential,,original_finish,0.925,,,,,-33.8317978,151.2550178,way/1535188980
147 ARDEN STREET COOGEE,COOGEE,2034,RANDWICK,1986,40,85.9,0.79,exact,40.8,696.5,8.7,5.9,0.795,residential,,original_finish,0.921,,,,,-33.9167696,151.2578584,way/1384208181
64 WOODWARD AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,85.9,0.95,exact,41.0,1124.9,10.3,4.0,0.999,residential,,original_finish,0.911,,,,,-33.8784439,151.0871521,way/565655621
65-67 ROCHESTER STREET HOMEBUSH,HOMEBUSH,2140,STRATHFIELD,1986,40,85.9,0.98,nearby,61.6,2643.6,11.0,5.6,0.999,residential,,original_finish,0.856,,,,,-33.8688612,151.0834001,way/574683451
5 WALLIS PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.9,0.92,exact,41.0,1598.1,9.9,4.9,0.853,residential,,original_finish,0.925,,,,,-33.7374012,151.1649013,way/1497233661
27 MACKENZIE STREET HOMEBUSH,HOMEBUSH,2140,STRATHFIELD,1991,35,85.8,1.0,exact,61.5,1629.6,11.0,5.6,0.999,residential,,original_finish,0.855,,,,,-33.8675233,151.0764346,way/574683446
39 LANCASTER ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1986,40,85.8,0.85,exact,57.0,1059.4,13.0,5.1,0.862,residential,,original_finish,0.879,,,,,-33.8686909,151.2825785,way/875174164
25 KENT ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1991,35,85.8,1.0,exact,40.0,1859.1,9.5,4.5,0.923,residential,,original_finish,0.908,,,,,-33.8750586,151.2662563,way/955843271
10 BAILEY CRESCENT NORTH EPPING,NORTH EPPING,2121,HORNSBY,1986,40,85.8,0.72,exact,42.1,1613.8,9.1,4.6,0.999,residential,,original_finish,0.847,,,,,-33.7570327,151.0921003,way/1000929080
19 KIRKHAM STREET BEECROFT,BEECROFT,2119,HORNSBY,1986,40,85.8,0.97,nearby,39.2,1584.5,8.7,4.5,1.0,residential,,original_finish,0.83,,,,,-33.7568878,151.0657164,way/1334475066
10 ORINOCO STREET PYMBLE,PYMBLE,2073,KU-RING-GAI,1991,35,85.8,1.0,exact,35.7,1730.1,7.8,4.6,0.999,residential,,original_finish,0.803,,,,,-33.748355,151.141542,way/942757539
91 ANNAM ROAD BAYVIEW,BAYVIEW,2104,NORTHERN BEACHES,1991,35,85.8,0.8,exact,35.1,1008.0,10.7,4.9,0.669,residential,,original_finish,0.845,,,,,-33.6650642,151.2951263,way/1321998156
1 HOWE AVENUE HORNINGSEA PARK,HORNINGSEA PARK,2171,LIVERPOOL,1986,40,85.7,0.51,exact,49.5,3133.1,11.1,5.5,0.814,residential,,original_finish,1.027,,,,,-33.9502737,150.8473435,way/1007630926
756-758 NEW SOUTH HEAD ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1991,35,85.7,0.81,exact,27.8,1833.5,7.8,6.1,0.588,residential,2,original_finish,0.878,,,,,-33.8683885,151.2701663,way/875174202
15 TROY STREET EMU PLAINS,EMU PLAINS,2750,PENRITH,1986,40,85.7,0.87,nearby,28.7,1662.4,7.8,4.3,0.849,residential,,original_finish,0.927,,,,,-33.7552148,150.6561002,way/458849841
79 GRACE AVENUE FORESTVILLE,FORESTVILLE,2087,NORTHERN BEACHES,1986,40,85.7,0.71,exact,31.0,1562.7,8.1,3.8,0.998,residential,,original_finish,1.076,,,,,-33.753688,151.2227605,way/868518735
57 URANUS ROAD REVESBY,REVESBY,2212,CANTERBURY-BANKSTOWN,1986,40,85.6,0.75,exact,18.6,3377.5,6.0,3.6,0.854,residential,,original_finish,0.884,,,,,-33.9563848,151.0197506,way/1030586231
42 NEWCASTLE STREET ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1986,40,85.6,1.0,nearby,22.2,1459.2,8.8,3.2,0.782,residential,,original_finish,1.009,,,,,-33.8726646,151.2698119,way/875174342
27 CHAMBERLAIN AVENUE ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1986,40,85.6,1.0,nearby,26.5,1022.3,6.9,4.8,0.804,residential,,original_finish,0.804,,,,,-33.8666132,151.2738717,way/875174394
6 KYLIE PLACE FRENCHS FOREST,FRENCHS FOREST,2086,NORTHERN BEACHES,1986,40,85.6,0.82,exact,28.2,998.1,7.7,3.7,0.999,residential,,original_finish,0.974,,,,,-33.7582203,151.2285219,way/868518693
9 MYRTLE PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.6,0.9,exact,60.3,1563.7,11.1,6.4,0.843,residential,,original_finish,0.97,,,,,-33.7255085,151.1652868,way/1311160868
3 DARLING STREET ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.6,0.9,exact,44.3,1538.4,9.4,5.2,0.909,residential,,original_finish,1.059,,,,,-33.7221973,151.1763132,way/1501772870
16 BROWNING ROAD NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1991,35,85.6,0.99,exact,43.9,1366.1,7.7,5.7,0.999,residential,,original_finish,0.837,,,,,-33.7174689,151.1475061,way/1310965633
4 MARINE PARADE MAROUBRA,MAROUBRA,2035,RANDWICK,1986,40,85.5,0.76,exact,40.6,757.7,9.2,5.3,0.823,residential,,original_finish,0.852,,,,,-33.9391732,151.2607109,way/954669790
8 DERBY STREET VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1991,35,85.5,1.0,exact,59.8,1005.9,11.4,6.2,0.844,residential,,original_finish,0.987,,,,,-33.8500558,151.2834609,way/1481743030
18 ALLARD STREET PENRITH,PENRITH,2750,PENRITH,1991,35,85.5,1.0,exact,35.2,964.1,8.9,4.6,0.865,residential,,original_finish,0.856,,,,,-33.7362327,150.7162897,way/1062503441
8 WILLIS AVENUE PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,85.5,0.89,exact,48.0,1068.5,9.9,5.8,0.83,residential,2,original_finish,0.872,,,,,-33.7351324,151.0726161,way/1305243006
18 HILLCREST AVENUE ASHFIELD,ASHFIELD,2131,INNER WEST,1986,40,85.4,1.0,nearby,38.2,559.5,9.1,5.2,0.807,residential,,original_finish,0.982,,,,,-33.8985082,151.1258135,way/607998486
2 WINGADAL PLACE POINT PIPER,POINT PIPER,2027,WOOLLAHRA,1986,40,85.4,0.49,exact,42.5,3663.3,10.3,5.1,0.81,residential,2,original_finish,0.989,,,,,-33.8678648,151.2490212,way/954965984
262 LIVERPOOL STREET DARLINGHURST,DARLINGHURST,2010,SYDNEY,1986,40,85.4,0.69,exact,36.3,2990.9,8.9,4.1,0.999,public_commercial,,original_finish,0.899,,,,,-33.8774942,151.218836,way/534754769
80 VETERANS PARADE WHEELER HEIGHTS,WHEELER HEIGHTS,2097,NORTHERN BEACHES,1986,40,85.4,0.8,exact,29.9,863.4,8.1,3.7,0.999,residential,,original_finish,0.887,,,,,-33.7253958,151.2863718,way/662620651
5 BROOKFIELD PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.4,0.88,exact,37.7,1654.0,9.3,4.8,0.85,residential,,original_finish,0.848,,,,,-33.7204625,151.1539117,way/1310966245
129 ARDEN STREET COOGEE,COOGEE,2034,RANDWICK,1991,35,85.3,1.0,nearby,46.3,1462.8,12.6,5.6,0.654,residential,,original_finish,1.0,,,,,-33.9152732,151.2580495,way/580706266
149 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,85.3,0.9,exact,41.0,1174.3,10.3,4.0,0.999,residential,2,original_finish,0.821,,,,,-33.8825456,151.0847488,way/565655644
12 SHORTLAND AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,85.3,0.9,exact,72.5,1023.5,12.8,5.7,1.0,residential,,original_finish,0.862,,,,,-33.8718136,151.0776123,way/565661388
43 MEMORIAL AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.3,0.76,exact,56.5,1395.0,12.3,5.6,0.815,residential,,original_finish,0.869,,,,,-33.72435,151.1621771,way/1311208379
5 OXLEY AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.3,0.98,exact,39.1,1465.9,10.0,4.3,0.909,residential,,original_finish,0.845,,,,,-33.7244344,151.1770744,way/1501760710
3 WOODRIDGE AVENUE NORTH EPPING,NORTH EPPING,2121,HORNSBY,1986,40,85.3,0.95,nearby,40.0,1116.0,9.0,5.2,0.847,residential,,original_finish,0.863,,,,,-33.7571978,151.0996945,way/1000711680
20 REYNOLDS STREET PYMBLE,PYMBLE,2073,KU-RING-GAI,1991,35,85.3,0.96,exact,43.0,1908.6,9.1,4.8,0.986,residential,,original_finish,0.831,,,,,-33.7340852,151.1442771,way/1544722012
18 RIDGEWOOD PLACE DURAL,DURAL,2158,HORNSBY,1991,35,85.3,0.96,exact,30.8,1288.5,7.9,4.0,0.978,residential,2,original_finish,0.829,,,,,-33.7129459,151.0332186,way/1305539039
27 WILLIS AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.2,1.0,nearby,44.8,1354.8,9.3,5.7,0.833,residential,,original_finish,0.841,,,,,-33.7236296,151.1756387,way/1310981133
153 VICTORIA STREET ASHFIELD,ASHFIELD,2131,INNER WEST,1986,40,85.1,0.57,exact,41.0,3325.1,11.9,4.4,0.777,residential,,original_finish,0.802,,,,,-33.8986772,151.1292725,way/1221425409
27 BELLBIRD CRESCENT BLAXLAND,BLAXLAND,2774,BLUE MOUNTAINS,1986,40,85.1,0.93,nearby,41.3,1013.6,8.9,5.0,0.914,residential,,original_finish,0.873,,,,,-33.7458018,150.6254956,way/1130542511
25 FOLEY PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,85.1,0.86,exact,41.2,1018.2,9.7,5.6,0.765,residential,,original_finish,0.815,,,,,-33.7253674,151.0222802,way/1294970792
7 DENNING STREET SOUTH COOGEE,SOUTH COOGEE,2034,RANDWICK,1991,35,85.0,1.0,exact,41.7,654.0,10.7,5.0,0.777,residential,,original_finish,0.872,,,,,-33.928874,151.2574834,way/954669701
39 SOUTH STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,85.0,0.88,exact,41.0,997.8,10.3,4.0,0.999,residential,,original_finish,0.875,,,,,-33.8818369,151.0765279,way/565667239
153-167 BAYSWATER ROAD RUSHCUTTERS BAY,RUSHCUTTERS BAY,2011,SYDNEY,1986,40,85.0,0.67,exact,46.7,3241.9,10.9,4.9,0.874,residential,,original_finish,0.83,,,,,-33.8765236,151.2293814,way/579983819
4 WENTWORTH STREET DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1986,40,85.0,0.7,exact,27.3,1390.6,8.1,4.0,0.855,residential,,original_finish,0.849,,,,,-33.8804993,151.2827923,way/955843278
41 UNDERCLIFF ROAD FRESHWATER,FRESHWATER,2096,NORTHERN BEACHES,1986,40,85.0,0.77,exact,40.5,1162.1,9.3,4.3,0.999,residential,,original_finish,0.911,,,,,-33.7810082,151.2865524,way/566869846
118 BOWER STREET MANLY,MANLY,2095,NORTHERN BEACHES,1991,35,85.0,0.87,exact,18.5,1204.5,6.5,3.6,0.797,residential,,original_finish,0.815,,,,,-33.8002419,151.292299,way/584513236
86 GROSE ROAD FAULCONBRIDGE,FAULCONBRIDGE,2776,BLUE MOUNTAINS,1991,35,85.0,0.98,nearby,34.1,1080.5,9.6,5.1,0.702,residential,,original_finish,0.925,,,,,-33.6854999,150.5488283,way/1051438748
68 MEMORIAL AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.0,0.96,exact,65.3,1526.4,13.2,5.9,0.845,residential,,original_finish,0.935,,,,,-33.7196168,151.1622976,way/1312180481
6 CAMBOURNE AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,85.0,0.94,exact,42.8,1494.6,9.7,4.4,1.0,residential,2,original_finish,0.847,,,,,-33.7190892,151.1828959,way/1361408750
97 BARRENJOEY ROAD MONA VALE,MONA VALE,2103,NORTHERN BEACHES,1986,40,85.0,0.7,nearby,45.7,1060.0,9.2,7.6,0.653,residential,,original_finish,0.881,,,,,-33.6730109,151.3121873,way/1331559062
35 CAVE ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,84.9,0.87,exact,29.5,811.8,8.2,3.6,0.998,residential,,original_finish,0.977,,,,,-33.8863695,151.0736028,way/565655604
23-27 LIVERPOOL STREET ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1986,40,84.9,0.9,nearby,32.4,1787.1,8.5,3.9,0.971,residential,,original_finish,0.814,,,,,-33.875527,151.2744643,way/955843402
23 CHERRYBROOK ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,84.9,0.93,exact,51.2,1941.4,10.2,5.0,0.999,residential,2,original_finish,0.839,,,,,-33.7320816,151.0535915,way/1299177388
18 CONSUL ROAD BROOKVALE,BROOKVALE,2100,NORTHERN BEACHES,1986,40,84.9,0.81,nearby,35.3,818.5,9.0,5.0,0.785,residential,,original_finish,0.8,,,,,-33.7601168,151.269401,way/1033367525
